t,orig,recon
22.23,-0.0610608034,-0.0585221231
22.24,-0.0600608034,-0.0574425594
22.25,-0.0590608034,-0.0563215181
22.26,-0.0580608034,-0.0551597545
22.27,-0.0560608034,-0.053957862
22.28,-0.0550608034,-0.0527162678
22.29,-0.0530608034,-0.0514352329
22.3,-0.0520608034,-0.0501148559
22.31,-0.0500608034,-0.0487550805
22.32,-0.0490608034,-0.0473557069
22.33,-0.0470608034,-0.0459164073
22.34,-0.0460608034,-0.0444367448
22.35,-0.0440608034,-0.0429161952
22.36,-0.0420608034,-0.0413541722
22.37,-0.0400608034,-0.039750055
22.38,-0.0380608034,-0.038103218
22.39,-0.0360608034,-0.0364130618
22.4,-0.0350608034,-0.0346790456
22.41,-0.0330608034,-0.0329007203
22.42,-0.0310608034,-0.0310777604
22.43,-0.0280608034,-0.0292099969
22.44,-0.0260608034,-0.0272974471
22.45,-0.0240608034,-0.025340344
22.46,-0.0220608034,-0.0233391622
22.47,-0.0200608034,-0.0212946413
22.48,-0.0180608034,-0.0192078055
22.49,-0.0150608034,-0.0170799798
22.5,-0.0130608034,-0.0149128007
22.51,-0.0110608034,-0.0127082237
22.52,-0.00906080337,-0.0104685243
22.53,-0.00606080337,-0.00819629496
22.54,-0.00406080337,-0.00589443635
22.55,-0.00106080337,-0.00356614338
22.56,0.000939196634,-0.00121488604
22.57,0.00293919663,0.00115561473
22.58,0.00593919663,0.00354141602
22.59,0.00793919663,0.00593838634
22.6,0.0109391966,0.00834224307
22.61,0.0129391966,0.0107485935
22.62,0.0149391966,0.0131529785
22.63,0.0179391966,0.0155509195
22.64,0.0199391966,0.0179379657
22.65,0.0229391966,0.0203097438
22.66,0.0249391966,0.0226620067
22.67,0.0279391966,0.0249906826
22.68,0.0299391966,0.0272919222
22.69,0.0319391966,0.0295621441
22.7,0.0349391966,0.0317980772
22.71,0.0369391966,0.0339967997
22.72,0.0389391966,0.0361557741
22.73,0.0419391966,0.0382728763
22.74,0.0439391966,0.040346421
22.75,0.0459391966,0.0423751795
22.76,0.0489391966,0.044358392
22.77,0.0509391966,0.0462957732
22.78,0.0529391966,0.0481875111
22.79,0.0549391966,0.0500342583
22.8,0.0569391966,0.0518371168
22.81,0.0589391966,0.0535976158
22.82,0.0619391966,0.0553176825
22.83,0.0639391966,0.0569996066
22.84,0.0659391966,0.0586459991
22.85,0.0669391966,0.0602597452
22.86,0.0689391966,0.0618439522
22.87,0.0709391966,0.0634018936
22.88,0.0729391966,0.0649369495
22.89,0.0749391966,0.0664525438
22.9,0.0769391966,0.0679520809
22.91,0.0779391966,0.0694388797
22.92,0.0799391966,0.0709161094
22.93,0.0809391966,0.0723867249
22.94,0.0829391966,0.0738534051
22.95,0.0839391966,0.0753184931
22.96,0.0859391966,0.0767839411
22.97,0.0869391966,0.0782512593
22.98,0.0879391966,0.0797214699
22.99,0.0899391966,0.0811950683
23,0.0909391966,0.0826719897
23.01,0.0919391966,0.084151584
23.02,0.0929391966,0.0856325981
23.03,0.0939391966,0.0871131661
23.04,0.0949391966,0.0885908083
23.05,0.0949391966,0.0900624382
23.06,0.0959391966,0.0915243782
23.07,0.0969391966,0.0929723836
23.08,0.0979391966,0.0944016744
23.09,0.0979391966,0.0958069754
23.1,0.0989391966,0.0971825628
23.11,0.0989391966,0.0985223182
23.12,0.0989391966,0.0998197878
23.13,0.0999391966,0.101068247
23.14,0.0999391966,0.102260772
23.15,0.0999391966,0.103390307
23.16,0.0999391966,0.104449746
23.17,0.0999391966,0.105432005
23.18,0.0999391966,0.106330101
23.19,0.0999391966,0.107137227
23.2,0.0989391966,0.107846831
23.21,0.0989391966,0.108452683
23.22,0.0989391966,0.108948949
23.23,0.0979391966,0.109330254
23.24,0.0979391966,0.109591739
23.25,0.0969391966,0.109729119
23.26,0.0969391966,0.109738726
23.27,0.0959391966,0.10961755
23.28,0.0949391966,0.109363269
23.29,0.0939391966,0.108974276
23.3,0.0929391966,0.108449689
23.31,0.0919391966,0.107789361
23.32,0.0909391966,0.106993876
23.33,0.0899391966,0.106064539
23.34,0.0889391966,0.105003357
23.35,0.0879391966,0.103813013
23.36,0.0869391966,0.102496828
23.37,0.0849391966,0.101058724
23.38,0.0839391966,0.099503176
23.39,0.0819391966,0.0978351549
23.4,0.0809391966,0.0960600734
23.41,0.0789391966,0.0941837223
23.42,0.0779391966,0.0922122064
23.43,0.0759391966,0.0901518765
23.44,0.0739391966,0.0880092622
23.45,0.0729391966,0.0857910027
23.46,0.0709391966,0.0835037793
23.47,0.0689391966,0.0811542497
23.48,0.0669391966,0.078748984
23.49,0.0649391966,0.076294405
23.5,0.0629391966,0.0737967318
23.51,0.0609391966,0.0712619289
23.52,0.0589391966,0.0686956601
23.53,0.0569391966,0.066103249
23.54,0.0549391966,0.0634896456
23.55,0.0529391966,0.0608593991
23.56,0.0499391966,0.0582166386
23.57,0.0479391966,0.05556506
23.58,0.0459391966,0.0529079201
23.59,0.0439391966,0.0502480379
23.6,0.0409391966,0.0475878027
23.61,0.0389391966,0.0449291874
23.62,0.0369391966,0.0422737698
23.63,0.0339391966,0.0396227574
23.64,0.0319391966,0.0369770187
23.65,0.0299391966,0.0343371178
23.66,0.0269391966,0.0317033532
23.67,0.0249391966,0.0290757993
23.68,0.0229391966,0.0264543501
23.69,0.0199391966,0.0238387646
23.7,0.0179391966,0.0212287121
23.71,0.0149391966,0.0186238183
23.72,0.0129391966,0.0160237096
23.73,0.0109391966,0.0134280566
23.74,0.00793919663,0.0108366144
23.75,0.00593919663,0.00824926093
23.76,0.00393919663,0.00566603118
23.77,0.000939196634,0.00308714739
23.78,-0.00106080337,0.00051304516
23.79,-0.00306080337,-0.00205560544
23.8,-0.00606080337,-0.00461788372
23.81,-0.00806080337,-0.0071726074
23.82,-0.0100608034,-0.009718327
23.83,-0.0120608034,-0.0122533254
23.84,-0.0150608034,-0.0147756225
23.85,-0.0170608034,-0.0172829854
23.86,-0.0190608034,-0.0197729423
23.87,-0.0210608034,-0.022242802
23.88,-0.0230608034,-0.0246896764
23.89,-0.0250608034,-0.0271105073
23.9,-0.0270608034,-0.0295020955
23.91,-0.0290608034,-0.0318611333
23.92,-0.0310608034,-0.0341842381
23.93,-0.0330608034,-0.0364679875
23.94,-0.0350608034,-0.0387089554
23.95,-0.0370608034,-0.0409037481
23.96,-0.0390608034,-0.0430490395
23.97,-0.0400608034,-0.0451416054
23.98,-0.0420608034,-0.0471783564
23.99,-0.0440608034,-0.0491563684
24,-0.0450608034,-0.0510729103
24.01,-0.0470608034,-0.0529254692
24.02,-0.0480608034,-0.0547117711
24.03,-0.0500608034,-0.0564297996
24.04,-0.0510608034,-0.0580778088
24.05,-0.0530608034,-0.0596543335
24.06,-0.0540608034,-0.0611581949
24.07,-0.0550608034,-0.0625885018
24.08,-0.0560608034,-0.0639446479
24.09,-0.0570608034,-0.0652263056
24.1,-0.0590608034,-0.0664334153
24.11,-0.0600608034,-0.0675661719
24.12,-0.0610608034,-0.0686250076
24.13,-0.0610608034,-0.0696105722
24.14,-0.0620608034,-0.0705237111
24.15,-0.0630608034,-0.0713654411
24.16,-0.0640608034,-0.0721369246
24.17,-0.0650608034,-0.0728394431
24.18,-0.0650608034,-0.0734743704
24.19,-0.0660608034,-0.074043145
24.2,-0.0660608034,-0.0745472436
24.21,-0.0670608034,-0.0749881554
24.22,-0.0670608034,-0.0753673576
24.23,-0.0670608034,-0.0756862927
24.24,-0.0680608034,-0.075946348
24.25,-0.0680608034,-0.0761488378
24.26,-0.0680608034,-0.0762949875
24.27,-0.0680608034,-0.0763859219
24.28,-0.0680608034,-0.0764226552
24.29,-0.0680608034,-0.0764060852
24.3,-0.0680608034,-0.0763369906
24.31,-0.0680608034,-0.0762160311
24.32,-0.0680608034,-0.0760437509
24.33,-0.0680608034,-0.0758205854
24.34,-0.0670608034,-0.0755468703
24.35,-0.0670608034,-0.0752228537
24.36,-0.0670608034,-0.0748487104
24.37,-0.0660608034,-0.0744245578
24.38,-0.0660608034,-0.0739504742
24.39,-0.0650608034,-0.0734265179
24.4,-0.0650608034,-0.0728527469
24.41,-0.0640608034,-0.0722292398
24.42,-0.0630608034,-0.0715561164
24.43,-0.0630608034,-0.0708335577
24.44,-0.0620608034,-0.0700618257
24.45,-0.0610608034,-0.069241282
24.46,-0.0600608034,-0.0683724042
24.47,-0.0600608034,-0.0674558022
24.48,-0.0590608034,-0.0664922303
24.49,-0.0580608034,-0.0654825991
24.5,-0.0570608034,-0.0644279833
24.51,-0.0560608034,-0.063329628
24.52,-0.0550608034,-0.0621889516
24.53,-0.0540608034,-0.0610075459
24.54,-0.0530608034,-0.0597871742
24.55,-0.0520608034,-0.0585297655
24.56,-0.0510608034,-0.057237407
24.57,-0.0490608034,-0.0559123339
24.58,-0.0480608034,-0.0545569162
24.59,-0.0470608034,-0.0531736449
24.6,-0.0460608034,-0.0517651144
24.61,-0.0450608034,-0.0503340055
24.62,-0.0430608034,-0.0488830656
24.63,-0.0420608034,-0.0474150884
24.64,-0.0410608034,-0.0459328939
24.65,-0.0400608034,-0.0444393072
24.66,-0.0380608034,-0.0429371376
24.67,-0.0370608034,-0.0414291589
24.68,-0.0360608034,-0.03991809
24.69,-0.0340608034,-0.0384065767
24.7,-0.0330608034,-0.0368971748
24.71,-0.0320608034,-0.0353923353
24.72,-0.0300608034,-0.0338943911
24.73,-0.0290608034,-0.0324055463
24.74,-0.0280608034,-0.0309278669
24.75,-0.0270608034,-0.0294632747
24.76,-0.0250608034,-0.028013543
24.77,-0.0240608034,-0.026580295
24.78,-0.0230608034,-0.0251650048
24.79,-0.0210608034,-0.0237689998
24.8,-0.0200608034,-0.0223934664
24.81,-0.0190608034,-0.021039457
24.82,-0.0180608034,-0.0197078994
24.83,-0.0170608034,-0.018399607
24.84,-0.0150608034,-0.0171152915
24.85,-0.0140608034,-0.0158555757
24.86,-0.0130608034,-0.0146210078
24.87,-0.0120608034,-0.0134120761
24.88,-0.0110608034,-0.0122292235
24.89,-0.0100608034,-0.011072863
24.9,-0.00906080337,-0.00994339151
24.91,-0.00806080337,-0.00884120398
24.92,-0.00706080337,-0.00776670638
24.93,-0.00606080337,-0.00672032735
24.94,-0.00506080337,-0.00570252868
24.95,-0.00406080337,-0.00471381412
24.96,-0.00306080337,-0.00375473645
24.97,-0.00206080337,-0.00282590272
24.98,-0.00106080337,-0.00192797752
24.99,-6.08033657e-05,-0.00106168422
25,-6.08033657e-05,-0.000227804208
25.01,0.000939196634,0.000572825866
25.02,0.00193919663,0.00133931884
25.03,0.00193919663,0.00207074358
25.04,0.00293919663,0.00276613328
25.05,0.00393919663,0.00342449525
25.06,0.00393919663,0.00404482215
25.07,0.00493919663,0.00462610432
25.08,0.00493919663,0.005167343
25.09,0.00593919663,0.00566756429
25.1,0.00593919663,0.00612583344
25.11,0.00593919663,0.0065412693
25.12,0.00693919663,0.00691305866
25.13,0.00693919663,0.00724047015
25.14,0.00693919663,0.00752286754
25.15,0.00793919663,0.00775972212
25.16,0.00793919663,0.00795062394
25.17,0.00793919663,0.00809529181
25.18,0.00793919663,0.00819358175
25.19,0.00793919663,0.00824549377
25.2,0.00793919663,0.00825117702
25.21,0.00793919663,0.00821093291
25.22,0.00793919663,0.00812521652
25.23,0.00793919663,0.00799463598
25.24,0.00793919663,0.00781995
25.25,0.00793919663,0.00760206356
25.26,0.00793919663,0.00734202181
25.27,0.00693919663,0.00704100241
25.28,0.00693919663,0.00670030623
25.29,0.00693919663,0.00632134688
25.3,0.00693919663,0.00590563895
25.31,0.00593919663,0.00545478546
25.32,0.00593919663,0.00497046443
25.33,0.00593919663,0.00445441514
25.34,0.00493919663,0.00390842405
25.35,0.00493919663,0.00333431073
25.36,0.00393919663,0.00273391406
25.37,0.00393919663,0.00210907885
25.38,0.00293919663,0.0014616432
25.39,0.00293919663,0.000793426673
25.4,0.00193919663,0.000106219593
25.41,0.00193919663,-0.00059822647
25.42,0.000939196634,-0.00131820683
25.43,-6.08033657e-05,-0.00205207037
25.44,-6.08033657e-05,-0.00279822466
25.45,-0.00106080337,-0.00355513946
25.46,-0.00106080337,-0.00432134871
25.47,-0.00206080337,-0.00509545075
25.48,-0.00306080337,-0.00587610717
25.49,-0.00306080337,-0.00666204001
25.5,-0.00406080337,-0.00745202772
25.51,-0.00506080337,-0.0082448997
25.52,-0.00506080337,-0.00903952991
25.53,-0.00606080337,-0.00983482937
25.54,-0.00706080337,-0.010629738
25.55,-0.00806080337,-0.0114232159
25.56,-0.00806080337,-0.012214234
25.57,-0.00906080337,-0.0130017653
25.58,-0.0100608034,-0.0137847751
25.59,-0.0100608034,-0.0145622123
25.6,-0.0110608034,-0.015333001
25.61,-0.0120608034,-0.0160960327
25.62,-0.0120608034,-0.0168501592
25.63,-0.0130608034,-0.0175941864
25.64,-0.0140608034,-0.0183268702
25.65,-0.0140608034,-0.0190469121
25.66,-0.0150608034,-0.0197529573
25.67,-0.0150608034,-0.0204435941
25.68,-0.0160608034,-0.0211173537
25.69,-0.0170608034,-0.0217727133
25.7,-0.0170608034,-0.0224080986
25.71,-0.0180608034,-0.0230218893
25.72,-0.0180608034,-0.0236124249
25.73,-0.0190608034,-0.0241780125
25.74,-0.0190608034,-0.0247169346
25.75,-0.0200608034,-0.0252274593
25.76,-0.0200608034,-0.02570785
25.77,-0.0200608034,-0.0261563766
25.78,-0.0210608034,-0.0265713264
25.79,-0.0210608034,-0.0269510163
25.8,-0.0210608034,-0.0272938038
25.81,-0.0220608034,-0.0275980986
25.82,-0.0220608034,-0.0278623743
25.83,-0.0220608034,-0.0280851782
25.84,-0.0220608034,-0.0282651418
25.85,-0.0220608034,-0.02840099
25.86,-0.0220608034,-0.0284915484
25.87,-0.0220608034,-0.0285357514
25.88,-0.0220608034,-0.0285326471
25.89,-0.0220608034,-0.0284814019
25.9,-0.0220608034,-0.0283813039
25.91,-0.0220608034,-0.0282317642
25.92,-0.0220608034,-0.0280323174
25.93,-0.0220608034,-0.0277826204
25.94,-0.0220608034,-0.0274824499
25.95,-0.0210608034,-0.0271316986
25.96,-0.0210608034,-0.0267303706
25.97,-0.0210608034,-0.0262785749
25.98,-0.0200608034,-0.025776519
25.99,-0.0200608034,-0.0252245008
26,-0.0200608034,-0.0246229005
26.01,-0.0190608034,-0.0239721716
26.02,-0.0180608034,-0.0232728319
26.03,-0.0180608034,-0.0225254543
26.04,-0.0170608034,-0.0217306575
26.05,-0.0170608034,-0.0208890973
26.06,-0.0160608034,-0.020001458
26.07,-0.0150608034,-0.0190684446
26.08,-0.0140608034,-0.0180907755
26.09,-0.0130608034,-0.0170691763
26.1,-0.0130608034,-0.0160043742
26.11,-0.0120608034,-0.014897094
26.12,-0.0110608034,-0.0137480546
26.13,-0.0100608034,-0.0125579674
26.14,-0.00906080337,-0.0113275348
26.15,-0.00806080337,-0.0100574516
26.16,-0.00706080337,-0.0087484055
26.17,-0.00506080337,-0.00740108059
26.18,-0.00406080337,-0.00601616072
26.19,-0.00306080337,-0.00459433433
26.2,-0.00206080337,-0.00313630007
26.21,-0.00106080337,-0.00164277308
26.22,0.000939196634,-0.000114491973
26.23,0.00193919663,0.00144777385
26.24,0.00293919663,0.0030432165
26.25,0.00493919663,0.00467098185
26.26,0.00593919663,0.00633016177
26.27,0.00793919663,0.00801978669
26.28,0.00893919663,0.00973881842
26.29,0.0109391966,0.0114861436
26.3,0.0119391966,0.0132605677
26.31,0.0139391966,0.0150608102
26.32,0.0149391966,0.0168855002
26.33,0.0169391966,0.0187331734
26.34,0.0179391966,0.0206022702
26.35,0.0199391966,0.0224911349
26.36,0.0219391966,0.0243980161
26.37,0.0229391966,0.0263210684
26.38,0.0249391966,0.0282583555
26.39,0.0259391966,0.0302078542
26.4,0.0279391966,0.0321674595
26.41,0.0299391966,0.0341349917
26.42,0.0309391966,0.0361082029
26.43,0.0329391966,0.0380847861
26.44,0.0349391966,0.0400623838
26.45,0.0359391966,0.0420385977
26.46,0.0379391966,0.0440109994
26.47,0.0399391966,0.0459771402
26.48,0.0409391966,0.0479345623
26.49,0.0429391966,0.0498808093
26.5,0.0439391966,0.0518134366
26.51,0.0459391966,0.053730022
26.52,0.0479391966,0.0556281751
26.53,0.0489391966,0.0575055464
26.54,0.0509391966,0.0593598358
26.55,0.0519391966,0.0611888004
26.56,0.0539391966,0.0629902606
26.57,0.0549391966,0.0647621056
26.58,0.0569391966,0.0665022985
26.59,0.0579391966,0.068208879
26.6,0.0599391966,0.0698799655
26.61,0.0609391966,0.0715137566
26.62,0.0619391966,0.0731085305
26.63,0.0639391966,0.0746626441
26.64,0.0649391966,0.0761745303
26.65,0.0659391966,0.0776426954
26.66,0.0669391966,0.0790657148
26.67,0.0689391966,0.0804422282
26.68,0.0699391966,0.0817709344
26.69,0.0709391966,0.0830505855
26.7,0.0719391966,0.0842799808
26.71,0.0729391966,0.0854579604
26.72,0.0739391966,0.0865833993
26.73,0.0749391966,0.0876552007
26.74,0.0759391966,0.0886722908
26.75,0.0759391966,0.0896336127
26.76,0.0769391966,0.0905381221
26.77,0.0779391966,0.0913847826
26.78,0.0789391966,0.0921725625
26.79,0.0789391966,0.0929004322
26.8,0.0799391966,0.0935673623
26.81,0.0799391966,0.0941723231
26.82,0.0809391966,0.094714285
26.83,0.0809391966,0.0951922195
26.84,0.0809391966,0.0956051017
26.85,0.0819391966,0.0959519136
26.86,0.0819391966,0.0962316484
26.87,0.0819391966,0.0964433155
26.88,0.0819391966,0.0965859466
26.89,0.0819391966,0.0966586017
26.9,0.0819391966,0.0966603771
26.91,0.0819391966,0.0965904122
26.92,0.0819391966,0.0964478979
26.93,0.0819391966,0.0962320842
26.94,0.0809391966,0.0959422888
26.95,0.0809391966,0.0955779048
26.96,0.0809391966,0.0951384083
26.97,0.0799391966,0.0946233661
26.98,0.0799391966,0.0940324421
26.99,0.0789391966,0.0933654037
27,0.0779391966,0.092622127
27.01,0.0779391966,0.0918026015
27.02,0.0769391966,0.0909069336
27.03,0.0759391966,0.0899353493
27.04,0.0749391966,0.0888881957
27.05,0.0739391966,0.0877659413
27.06,0.0729391966,0.0865691759
27.07,0.0719391966,0.0852986082
27.08,0.0709391966,0.083955064
27.09,0.0699391966,0.0825394817
27.1,0.0679391966,0.0810529081
27.11,0.0669391966,0.0794964931
27.12,0.0659391966,0.0778714831
27.13,0.0639391966,0.0761792144
27.14,0.0629391966,0.0744211062
27.15,0.0609391966,0.0725986523
27.16,0.0599391966,0.0707134136
27.17,0.0579391966,0.0687670096
27.18,0.0559391966,0.0667611109
27.19,0.0539391966,0.064697431
27.2,0.0529391966,0.0625777186
27.21,0.0509391966,0.0604037506
27.22,0.0489391966,0.0581773255
27.23,0.0469391966,0.0559002569
27.24,0.0449391966,0.0535743688
27.25,0.0429391966,0.0512014906
27.26,0.0409391966,0.0487834537
27.27,0.0389391966,0.0463220884
27.28,0.0369391966,0.0438192222
27.29,0.0339391966,0.0412766786
27.3,0.0319391966,0.0386962772
27.31,0.0299391966,0.0360798344
27.32,0.0279391966,0.0334291646
27.33,0.0249391966,0.0307460832
27.34,0.0229391966,0.0280324088
27.35,0.0199391966,0.0252899672
27.36,0.0179391966,0.0225205952
27.37,0.0159391966,0.0197261449
27.38,0.0129391966,0.0169084882
27.39,0.0109391966,0.0140695218
27.4,0.00793919663,0.0112111712
27.41,0.00593919663,0.00833539577
27.42,0.00293919663,0.00544419239
27.43,0.000939196634,0.00253959957
27.44,-0.00206080337,-0.000376299484
27.45,-0.00406080337,-0.00330137418
27.46,-0.00706080337,-0.00623344463
27.47,-0.00906080337,-0.00917028051
27.48,-0.0120608034,-0.0121096008
27.49,-0.0140608034,-0.0150490743
27.5,-0.0170608034,-0.0179863212
27.51,-0.0190608034,-0.0209189155
27.52,-0.0220608034,-0.0238443884
27.53,-0.0240608034,-0.0267602326
27.54,-0.0270608034,-0.029663907
27.55,-0.0290608034,-0.0325528432
27.56,-0.0320608034,-0.0354244517
27.57,-0.0340608034,-0.0382761292
27.58,-0.0370608034,-0.0411052665
27.59,-0.0390608034,-0.0439092565
27.6,-0.0410608034,-0.0466855027
27.61,-0.0440608034,-0.0494314278
27.62,-0.0460608034,-0.0521444827
27.63,-0.0480608034,-0.0548221547
27.64,-0.0510608034,-0.057461976
27.65,-0.0530608034,-0.0600615319
27.66,-0.0550608034,-0.0626184682
27.67,-0.0570608034,-0.0651304984
27.68,-0.0590608034,-0.0675954098
27.69,-0.0610608034,-0.0700110693
27.7,-0.0630608034,-0.0723754283
27.71,-0.0650608034,-0.0746865262
27.72,-0.0670608034,-0.0769424936
27.73,-0.0690608034,-0.0791415544
27.74,-0.0710608034,-0.0812820266
27.75,-0.0730608034,-0.0833623226
27.76,-0.0750608034,-0.0853809486
27.77,-0.0760608034,-0.0873365021
27.78,-0.0780608034,-0.0892276706
27.79,-0.0790608034,-0.0910532272
27.8,-0.0810608034,-0.0928120277
27.81,-0.0820608034,-0.0945030054
27.82,-0.0840608034,-0.0961251668
27.83,-0.0850608034,-0.0976775861
27.84,-0.0860608034,-0.0991593998
27.85,-0.0880608034,-0.100569802
27.86,-0.0890608034,-0.101908037
27.87,-0.0900608034,-0.103173397
27.88,-0.0910608034,-0.104365215
27.89,-0.0920608034,-0.10548286
27.9,-0.0930608034,-0.106525736
27.91,-0.0940608034,-0.107493275
27.92,-0.0940608034,-0.108384935
27.93,-0.0950608034,-0.109200202
27.94,-0.0960608034,-0.109938582
27.95,-0.0960608034,-0.110599606
27.96,-0.0970608034,-0.111182828
27.97,-0.0970608034,-0.11168783
27.98,-0.0970608034,-0.112114218
27.99,-0.0980608034,-0.112461628
28,-0.0980608034,-0.112729733
28.01,-0.0980608034,-0.112918242
28.02,-0.0980608034,-0.113026907
28.03,-0.0980608034,-0.113055531
28.04,-0.0980608034,-0.113003969
28.05,-0.0980608034,-0.112872138
28.06,-0.0980608034,-0.112660021
28.07,-0.0970608034,-0.112367674
28.08,-0.0970608034,-0.111995234
28.09,-0.0970608034,-0.111542919
28.1,-0.0960608034,-0.111011043
28.11,-0.0960608034,-0.110400012
28.12,-0.0950608034,-0.109710334
28.13,-0.0940608034,-0.108942619
28.14,-0.0940608034,-0.108097588
28.15,-0.0930608034,-0.107176068
28.16,-0.0920608034,-0.106178998
28.17,-0.0910608034,-0.105107428
28.18,-0.0900608034,-0.103962518
28.19,-0.0890608034,-0.102745538
28.2,-0.0880608034,-0.101457863
28.21,-0.0860608034,-0.100100971
28.22,-0.0850608034,-0.0986764401
28.23,-0.0840608034,-0.0971859382
28.24,-0.0830608034,-0.095631222
28.25,-0.0810608034,-0.094014128
28.26,-0.0800608034,-0.0923365654
28.27,-0.0780608034,-0.0906005081
28.28,-0.0770608034,-0.088807987
28.29,-0.0750608034,-0.0869610812
28.3,-0.0730608034,-0.0850619094
28.31,-0.0720608034,-0.0831126217
28.32,-0.0700608034,-0.0811153913
28.33,-0.0680608034,-0.079072406
28.34,-0.0660608034,-0.076985861
28.35,-0.0650608034,-0.0748579516
28.36,-0.0630608034,-0.0726908667
28.37,-0.0610608034,-0.0704867832
28.38,-0.0590608034,-0.0682478604
28.39,-0.0570608034,-0.0659762366
28.4,-0.0550608034,-0.0636740251
28.41,-0.0530608034,-0.0613433125
28.42,-0.0510608034,-0.0589861566
28.43,-0.0490608034,-0.0566045863
28.44,-0.0460608034,-0.0542006015
28.45,-0.0440608034,-0.0517761749
28.46,-0.0420608034,-0.0493332531
28.47,-0.0400608034,-0.0468737602
28.48,-0.0380608034,-0.0443996
28.49,-0.0360608034,-0.0419126607
28.5,-0.0330608034,-0.0394148185
28.51,-0.0310608034,-0.0369079419
28.52,-0.0290608034,-0.0343938969
28.53,-0.0270608034,-0.0318745509
28.54,-0.0250608034,-0.0293517779
28.55,-0.0220608034,-0.0268274618
28.56,-0.0200608034,-0.0243035015
28.57,-0.0180608034,-0.0217818131
28.58,-0.0160608034,-0.0192643338
28.59,-0.0130608034,-0.0167530236
28.6,-0.0110608034,-0.0142498666
28.61,-0.00906080337,-0.011756872
28.62,-0.00706080337,-0.00927607358
28.63,-0.00506080337,-0.00680952883
28.64,-0.00306080337,-0.0043593166
28.65,-0.00106080337,-0.00192753427
28.66,0.00193919663,0.00048370613
28.67,0.00393919663,0.00287228264
28.68,0.00593919663,0.00523606892
28.69,0.00793919663,0.00757294047
28.7,0.00993919663,0.00988078155
28.71,0.0119391966,0.0121574926
28.72,0.0139391966,0.014400998
28.73,0.0159391966,0.0166092544
28.74,0.0169391966,0.018780259
28.75,0.0189391966,0.0209120579
28.76,0.0209391966,0.0230027542
28.77,0.0229391966,0.0250505165
28.78,0.0249391966,0.0270535862
28.79,0.0259391966,0.029010285
28.8,0.0279391966,0.0309190213
28.81,0.0299391966,0.0327782962
28.82,0.0309391966,0.0345867087
28.83,0.0329391966,0.0363429596
28.84,0.0339391966,0.0380458551
28.85,0.0359391966,0.0396943091
28.86,0.0369391966,0.0412873439
28.87,0.0389391966,0.0428240909
28.88,0.0399391966,0.0443037897
28.89,0.0409391966,0.045725786
28.9,0.0419391966,0.0470895288
28.91,0.0429391966,0.048394567
28.92,0.0449391966,0.0496405446
28.93,0.0459391966,0.0508271954
28.94,0.0469391966,0.0519543373
28.95,0.0479391966,0.0530218658
28.96,0.0479391966,0.0540297473
28.97,0.0489391966,0.0549780122
28.98,0.0499391966,0.0558667478
28.99,0.0509391966,0.0566960911
29,0.0519391966,0.0574662223
29.01,0.0519391966,0.0581773582
29.02,0.0529391966,0.058829746
29.03,0.0529391966,0.0594236578
29.04,0.0539391966,0.0599593861
29.05,0.0539391966,0.0604372396
29.06,0.0549391966,0.0608575401
29.07,0.0549391966,0.0612206198
29.08,0.0549391966,0.0615268209
29.09,0.0549391966,0.0617764942
29.1,0.0559391966,0.0619700005
29.11,0.0559391966,0.062107712
29.12,0.0559391966,0.0621900148
29.13,0.0559391966,0.0622173121
29.14,0.0559391966,0.0621900288
29.15,0.0559391966,0.0621086158
29.16,0.0559391966,0.0619735561
29.17,0.0549391966,0.0617853702
29.18,0.0549391966,0.0615446227
29.19,0.0549391966,0.0612519285
29.2,0.0549391966,0.0609079593
29.21,0.0539391966,0.0605134502
29.22,0.0539391966,0.0600692055
29.23,0.0529391966,0.0595761044
29.24,0.0529391966,0.0590351067
29.25,0.0519391966,0.0584472562
29.26,0.0519391966,0.0578136852
29.27,0.0509391966,0.057135617
29.28,0.0509391966,0.0564143672
29.29,0.0499391966,0.0556513447
29.3,0.0489391966,0.0548480509
29.31,0.0489391966,0.0540060779
29.32,0.0479391966,0.0531271059
29.33,0.0469391966,0.0522128984
29.34,0.0459391966,0.0512652976
29.35,0.0449391966,0.0502862173
29.36,0.0439391966,0.0492776358
29.37,0.0439391966,0.0482415877
29.38,0.0429391966,0.0471801541
29.39,0.0419391966,0.0460954533
29.4,0.0409391966,0.0449896298
29.41,0.0399391966,0.0438648442
29.42,0.0389391966,0.0427232612
29.43,0.0379391966,0.0415670396
29.44,0.0369391966,0.0403983205
29.45,0.0359391966,0.0392192171
29.46,0.0349391966,0.0380318046
29.47,0.0339391966,0.0368381105
29.48,0.0329391966,0.0356401062
29.49,0.0319391966,0.0344396993
29.5,0.0309391966,0.0332387267
29.51,0.0289391966,0.0320389497
29.52,0.0279391966,0.0308420494
29.53,0.0269391966,0.0296496244
29.54,0.0259391966,0.0284631891
29.55,0.0249391966,0.0272841739
29.56,0.0239391966,0.0261139266
29.57,0.0229391966,0.0249537151
29.58,0.0219391966,0.0238047321
29.59,0.0209391966,0.0226680994
29.6,0.0199391966,0.0215448754
29.61,0.0189391966,0.0204360617
29.62,0.0179391966,0.0193426119
29.63,0.0169391966,0.01826544
29.64,0.0159391966,0.0172054299
29.65,0.0149391966,0.0161634453
29.66,0.0139391966,0.0151403385
